GTRD peaks ID,UniProt ID,Cell Line,Treatment,Antibody,TFClass,Species,PubMed,GEO,ENCODE,Peak calls participated in analysis
PEAKS030226,KLF6_HUMAN,LoVo,,KLF6, 2.3.1.2.6,Homo sapiens,23953112,,,1000
PEAKS030227,SMAD5_HUMAN,LoVo,,SMAD5, 7.1.1.1.4,Homo sapiens,23953112,,,1000
PEAKS030228,SMAD4_HUMAN,LoVo,,SMAD4, 7.1.1.2.1,Homo sapiens,23953112,,,1000
PEAKS030230,SMAD2_HUMAN,LoVo,,SMAD2, 7.1.1.1.2,Homo sapiens,23953112,,,1000
PEAKS030231,SMAD1_HUMAN,LoVo,,SMAD1, 7.1.1.1.1,Homo sapiens,23953112,,,1000
PEAKS030232,ZBT44_HUMAN,LoVo,,ZBTB44, 2.3.3.0.28,Homo sapiens,23953112,,,1000
PEAKS030233,UBIP1_HUMAN,LoVo,,UBP1, 6.7.2.0.3,Homo sapiens,23953112,,,1000
PEAKS030234,NKX61_HUMAN,LoVo,,NKX6-1, 3.1.2.19.1,Homo sapiens,23953112,,,1000
PEAKS030235,DLX2_HUMAN,LoVo,,DLX2, 3.1.2.5.2,Homo sapiens,23953112,,,1000
PEAKS030236,DLX1_HUMAN,LoVo,,DLX1, 3.1.2.5.1,Homo sapiens,23953112,,,1000
PEAKS030237,NR1I2_HUMAN,LoVo,,NR1I2, 2.1.2.4.2,Homo sapiens,23953112,,,1000
PEAKS030238,DLX6_HUMAN,LoVo,,DLX6, 3.1.2.5.6,Homo sapiens,23953112,,,1000
PEAKS030239,DLX4_HUMAN,LoVo,,DLX4, 3.1.2.5.4,Homo sapiens,23953112,,,1000
PEAKS030242,HTF4_HUMAN,LoVo,,TCF12, 1.2.1.0.3,Homo sapiens,23953112,,,1000
PEAKS030243,KLF3_HUMAN,LoVo,,KLF3, 2.3.1.2.3,Homo sapiens,23953112,,,1000
PEAKS030245,KAISO_HUMAN,LoVo,,ZBTB33, 2.3.2.1.12,Homo sapiens,23953112,,,1000
PEAKS030248,PPARG_HUMAN,LoVo,,PPARG, 2.1.2.5.3,Homo sapiens,23953112,,,1000
PEAKS030249,ZBT39_HUMAN,LoVo,,ZBTB39, 2.3.4.0.9,Homo sapiens,23953112,,,1000
PEAKS030250,NFKB1_HUMAN,LoVo,,NFKB1, 6.1.1.1.1,Homo sapiens,23953112,,,1000
PEAKS030252,GLI2_HUMAN,LoVo,,GLI2, 2.3.3.1.2,Homo sapiens,23953112,,,1000
PEAKS030253,GLI3_HUMAN,LoVo,,GLI3, 2.3.3.1.3,Homo sapiens,23953112,,,1000
PEAKS030254,GLI1_HUMAN,LoVo,,GLI1, 2.3.3.1.1,Homo sapiens,23953112,,,1000
PEAKS030257,ZFAT_HUMAN,LoVo,,ZFAT, 2.3.4.21.2,Homo sapiens,23953112,,,1000
PEAKS030258,SNPC4_HUMAN,LoVo,,SNAPC4, 3.5.1.1.5,Homo sapiens,23953112,,,1000
PEAKS030260,ETV7_HUMAN,LoVo,,ETV7, 3.5.2.6.2,Homo sapiens,23953112,,,1000
PEAKS030263,EHF_HUMAN,LoVo,,EHF, 3.5.2.4.1,Homo sapiens,23953112,,,1000
PEAKS030264,CIC_HUMAN,LoVo,,CIC, 4.1.1.9.1,Homo sapiens,23953112,,,1000
PEAKS030266,STAT6_HUMAN,LoVo,,STAT6, 6.2.1.0.7,Homo sapiens,23953112,,,1000
PEAKS030267,STAT4_HUMAN,LoVo,,STAT4, 6.2.1.0.4,Homo sapiens,23953112,,,1000
PEAKS030268,NR1D1_HUMAN,LoVo,,NR1D1, 2.1.2.3.1,Homo sapiens,23953112,,,1000
PEAKS030270,BC11A_HUMAN,LoVo,,BCL11A, 2.3.4.15.1,Homo sapiens,23953112,,,1000
PEAKS030271,BCL6_HUMAN,LoVo,,BCL6, 2.3.3.22.2,Homo sapiens,23953112,,,1000
PEAKS030272,HBP1_HUMAN,LoVo,,HBP1, 4.1.1.9.2,Homo sapiens,23953112,,,1000
PEAKS030273,TLX1_HUMAN,LoVo,,TLX1, 3.1.2.21.1,Homo sapiens,23953112,,,1000
PEAKS030274,ETV4_HUMAN,LoVo,,ETV4, 3.5.2.2.5,Homo sapiens,23953112,,,1000
PEAKS030275,TBX3_HUMAN,LoVo,,TBX3, 6.5.4.0.2,Homo sapiens,23953112,,,1000
PEAKS030277,SNAI1_HUMAN,LoVo,,SNAI1, 2.3.3.2.1,Homo sapiens,23953112,,,1000
PEAKS030278,STAT3_HUMAN,LoVo,,STAT3, 6.2.1.0.3,Homo sapiens,23953112,,,1000
PEAKS030279,STAT2_HUMAN,LoVo,,STAT2, 6.2.1.0.2,Homo sapiens,23953112,,,1000
PEAKS030280,UBF1_HUMAN,LoVo,,UBTF, 4.1.6.1.1,Homo sapiens,23953112,,,1000
PEAKS030282,NDF2_HUMAN,LoVo,,NEUROD2, 1.2.3.4.2,Homo sapiens,23953112,,,1000
PEAKS030283,PBX1_HUMAN,LoVo,,PBX1, 3.1.4.4.1,Homo sapiens,23953112,,,1000
PEAKS030284,PBX3_HUMAN,LoVo,,PBX3, 3.1.4.4.3,Homo sapiens,23953112,,,1000
PEAKS030285,PBX2_HUMAN,LoVo,,PBX2, 3.1.4.4.2,Homo sapiens,23953112,,,1000
PEAKS030287,MYOD1_HUMAN,LoVo,,MYOD1, 1.2.2.1.1,Homo sapiens,23953112,,,1000
PEAKS030290,FOXO3_HUMAN,LoVo,,FOXO3, 3.3.1.15.2,Homo sapiens,23953112,,,1000
PEAKS030291,HXD1_HUMAN,LoVo,,HOXD1, 3.1.1.1.3,Homo sapiens,23953112,,,1000
PEAKS030292,FOXO4_HUMAN,LoVo,,FOXO4, 3.3.1.15.3,Homo sapiens,23953112,,,1000
PEAKS030293,HXC6_HUMAN,LoVo,,HOXC6, 3.1.1.6.3,Homo sapiens,23953112,,,1000
PEAKS030295,GATA2_HUMAN,LoVo,,GATA2, 2.2.1.1.2,Homo sapiens,23953112,,,1000
PEAKS030297,ATOH1_HUMAN,LoVo,,ATOH1, 1.2.3.4.8,Homo sapiens,23953112,,,1000
PEAKS030298,GATA6_HUMAN,LoVo,,GATA6, 2.2.1.1.6,Homo sapiens,23953112,,,1000
PEAKS030299,GATA4_HUMAN,LoVo,,GATA4, 2.2.1.1.4,Homo sapiens,23953112,,,1000
PEAKS030301,BMAL1_HUMAN,LoVo,,ARNTL, 1.2.5.2.3,Homo sapiens,23953112,,,1000
PEAKS030304,MYNN_HUMAN,LoVo,,MYNN, 2.3.3.0.54,Homo sapiens,23953112,,,1000
PEAKS030305,TSH1_HUMAN,LoVo,,TSHZ1, 3.1.8.2.1,Homo sapiens,23953112,,,1000
PEAKS030306,SOX3_HUMAN,LoVo,,SOX3, 4.1.1.2.3,Homo sapiens,23953112,,,1000
PEAKS030307,AP2A_HUMAN,LoVo,,TFAP2, 1.3.1.0.1,Homo sapiens,23953112,,,1000
PEAKS030309,SOX4_HUMAN,LoVo,,SOX4, 4.1.1.3.1,Homo sapiens,23953112,,,1000
PEAKS030310,SOX9_HUMAN,LoVo,,SOX9, 4.1.1.5.2,Homo sapiens,23953112,,,1000
PEAKS030312,HXA1_HUMAN,LoVo,,HOXA1, 3.1.1.1.1,Homo sapiens,23953112,,,1000
PEAKS030313,HXA2_HUMAN,LoVo,,HOXA2, 3.1.1.2.1,Homo sapiens,23953112,,,1000
PEAKS030315,HXA4_HUMAN,LoVo,,HOXA4, 3.1.1.4.1,Homo sapiens,23953112,,,1000
PEAKS030316,HXA5_HUMAN,LoVo,,HOXA5, 3.1.1.5.1,Homo sapiens,23953112,,,1000
PEAKS030317,HXA6_HUMAN,LoVo,,HOXA6, 3.1.1.6.1,Homo sapiens,23953112,,,1000
PEAKS030318,HXA7_HUMAN,LoVo,,HOXA7, 3.1.1.6.4,Homo sapiens,23953112,,,1000
PEAKS030319,HXA9_HUMAN,LoVo,,HOXA9, 3.1.1.8.1,Homo sapiens,23953112,,,1000
PEAKS030321,BHE40_HUMAN,LoVo,,BHLHE40, 1.2.4.1.12,Homo sapiens,23953112,,,1000
PEAKS030323,CRBL2_HUMAN,LoVo,,CREBL2, 1.1.7.5.1,Homo sapiens,23953112,,,1000
PEAKS030324,SRBP1_HUMAN,LoVo,,SREBF1, 1.2.6.3.1,Homo sapiens,23953112,,,1000
PEAKS030325,MAFG_HUMAN,LoVo,,MAFG, 1.1.3.2.2,Homo sapiens,23953112,,,1000
PEAKS030326,MAFF_HUMAN,LoVo,,MAFF, 1.1.3.2.1,Homo sapiens,23953112,,,1000
PEAKS030327,RFX5_HUMAN,LoVo,,RFX5, 3.3.3.0.5,Homo sapiens,23953112,,,1000
PEAKS030329,RFX7_HUMAN,LoVo,,RFX7, 3.3.3.0.7,Homo sapiens,23953112,,,1000
PEAKS030330,MAFK_HUMAN,LoVo,,MAFK, 1.1.3.2.3,Homo sapiens,23953112,,,1000
PEAKS030332,FOXP1_HUMAN,LoVo,,FOXP1, 3.3.1.16.1,Homo sapiens,23953112,,,1000
PEAKS030333,SRBP2_HUMAN,LoVo,,SREBF2, 1.2.6.3.2,Homo sapiens,23953112,,,1000
PEAKS030335,HXB4_HUMAN,LoVo,,HOXB4, 3.1.1.4.2,Homo sapiens,23953112,,,1000
PEAKS030337,SALL4_HUMAN,LoVo,,SALL4, 2.3.4.3.4,Homo sapiens,23953112,,,1000
PEAKS030339,HXB7_HUMAN,LoVo,,HOXB7, 3.1.1.6.5,Homo sapiens,23953112,,,1000
PEAKS030340,HXB8_HUMAN,LoVo,,HOXB8, 3.1.1.7.1,Homo sapiens,23953112,,,1000
PEAKS030342,HXB6_HUMAN,LoVo,,HOXB6, 3.1.1.6.2,Homo sapiens,23953112,,,1000
PEAKS030344,RFX2_HUMAN,LoVo,,RFX2, 3.3.3.0.2,Homo sapiens,23953112,,,1000
PEAKS030345,ZNF84_HUMAN,LoVo,,ZNF84, 2.3.3.0.216,Homo sapiens,23953112,,,1000
PEAKS030346,ZNF83_HUMAN,LoVo,,ZNF83, 2.3.3.0.188,Homo sapiens,23953112,,,1000
PEAKS030347,FOXK1_HUMAN,LoVo,,FOXK1, 3.3.1.11.1,Homo sapiens,23953112,,,1000
PEAKS030349,FOS_HUMAN,LoVo,,FOS, 1.1.2.1.1,Homo sapiens,23953112,,,1000
PEAKS030351,ETV5_HUMAN,LoVo,,ERM, 3.5.2.2.6,Homo sapiens,23953112,,,1000
PEAKS030352,EGR1_HUMAN,LoVo,,EGR1, 2.3.1.3.1,Homo sapiens,23953112,,,1000
PEAKS030353,EGR2_HUMAN,LoVo,,EGR2, 2.3.1.3.2,Homo sapiens,23953112,,,1000
PEAKS030354,FOXJ2_HUMAN,LoVo,,FOXJ2, 3.3.1.10.2,Homo sapiens,23953112,,,1000
PEAKS030356,DMRT1_HUMAN,LoVo,,DMRT1, 2.5.1.0.1,Homo sapiens,23953112,,,1000
PEAKS030357,DMRT2_HUMAN,LoVo,,DMRT2, 2.5.1.0.2,Homo sapiens,23953112,,,1000
PEAKS030358,LEF1_HUMAN,LoVo,,LEF1, 4.1.3.0.4,Homo sapiens,23953112,,,1000
PEAKS030360,MIXL1_HUMAN,LoVo,,MIXL1, 3.1.3.14.1,Homo sapiens,23953112,,,1000
PEAKS030361,GZF1_HUMAN,LoVo,,GZF1, 2.3.3.0.92,Homo sapiens,23953112,,,1000
PEAKS030362,CUX1_HUMAN,LoVo,,CUX1, 3.1.9.2.1,Homo sapiens,23953112,,,1000
PEAKS030363,GLIS3_HUMAN,LoVo,,GLIS3, 2.3.3.1.6,Homo sapiens,23953112,,,1000
PEAKS030364,GLIS2_HUMAN,LoVo,,GLIS2, 2.3.3.1.5,Homo sapiens,23953112,,,1000
PEAKS030365,FOXM1_HUMAN,LoVo,,FOXM1, 3.3.1.13.1,Homo sapiens,23953112,,,1000
PEAKS030367,CTCFL_HUMAN,LoVo,,CTCFL, 2.3.3.50.2,Homo sapiens,23953112,,,1000
PEAKS030369,TF7L1_HUMAN,LoVo,,TCF7L1, 4.1.3.0.2,Homo sapiens,23953112,,,1000
PEAKS030371,HAND1_HUMAN,LoVo,,HAND1, 1.2.3.2.3,Homo sapiens,23953112,,,1000
PEAKS030372,NFAT5_HUMAN,LoVo,,NFAT5, 6.1.3.0.5,Homo sapiens,23953112,,,1000
PEAKS030373,HINFP_HUMAN,LoVo,,HINFP, 2.3.4.21.1,Homo sapiens,23953112,,,1000
PEAKS030378,SP1_HUMAN,LoVo,,SP1, 2.3.1.1.1,Homo sapiens,23953112,,,1000
PEAKS030380,SP3_HUMAN,LoVo,,SP3, 2.3.1.1.3,Homo sapiens,23953112,,,1000
PEAKS030382,IRF1_HUMAN,LoVo,,IRF1, 3.5.3.0.1,Homo sapiens,23953112,,,1000
PEAKS030386,NFIB_HUMAN,LoVo,,NFIB, 7.1.2.0.2,Homo sapiens,23953112,,,1000
PEAKS000477,PO5F1_MOUSE,ESC,,sc-8628, 3.1.10.5.1,Mus musculus,18692474,"GSM307137,GSE11724",,1000
PEAKS000478,SOX2_MOUSE,ESC,,AF2018, 4.1.1.2.2,Mus musculus,18692474,"GSE11724,GSM307139,GSM307138",,1000
PEAKS000479,NANOG_MOUSE,ESC,,bl1662, 3.1.2.12.1,Mus musculus,18692474,"GSE11724,GSM307141,GSM307140",,1000
PEAKS000480,TF7L1_MOUSE,ESC,,sc-8635, 4.1.3.0.2,Mus musculus,18692474,"GSE11724,GSM307143,GSM307142",,1000
PEAKS000484,TAL1_MOUSE,Early haematopoietic cell line dervied from ES cells,,scl, 1.2.3.1.1,Mus musculus,19346495,"GSM397032,GSE15806,GSM397033",,1000
PEAKS000485,TF65_MOUSE,C57BL/6,,p65, 6.1.1.2.1,Mus musculus,21106671,"GSM611113,GSE16723",,1000
PEAKS000492,PPARG_MOUSE,3T3-L1 adipocytes,,"Call Signaling Technologies, Cat# 2443, Lot# 5/29/2007", 2.1.2.5.3,Mus musculus,20887899,"GSM535770,GSE21365",,1000
PEAKS000493,CTCF_MOUSE,3T3-L1 pre-adipocytes,,"Upstate, Cat# 07-729, Lot# 1350637", 2.3.3.50.1,Mus musculus,20887899,"GSM535754,GSE21365,GSM535747",,1000
PEAKS000494,CTCF_MOUSE,3T3-L1 adipocytes,,"Upstate, Cat# 07-729, Lot# 1350637", 2.3.3.50.1,Mus musculus,20887899,"GSE21365,GSM535768,GSM535761",,1000
PEAKS000495,CEBPB_MOUSE,3T3-L1,,"CEBP? (Santa Cruz Biotechnologies, sc-150)", 1.1.8.1.2,Mus musculus,20478996,"GSM544720,GSE21898",,1000
PEAKS000496,CEBPB_MOUSE,3T3-L1 6hr of differentiation,,"CEBP? (Santa Cruz Biotechnologies, sc-150)", 1.1.8.1.2,Mus musculus,20478996,"GSM544721,GSE21898",,1000
PEAKS000497,GCR_MOUSE,3T3-L1 6hr of differentiation,,"GR (Santa Cruz Biotechnologies, sc-1004; and Affinity BioReagents, PA1-511A)", 2.1.1.1.1,Mus musculus,20478996,"GSM544722,GSE21898",,1000
PEAKS000498,STAT4_MOUSE,in vitro polarized T helper1 cells for 7 days,,STAT4<SantaCruz#sc486>, 6.2.1.0.4,Mus musculus,20620946,"GSM550303,GSE22104",,1000
PEAKS000500,STAT6_MOUSE,in vitro polarized T helper2 cells for 7 days,,STAT6<SantaCruz#sc981>, 6.2.1.0.7,Mus musculus,20620946,"GSM550311,GSE22104",,1000
PEAKS000520,CTCF_MOUSE,R1/E ESC,,"goat-anti-eGFP, raised against His-tagged full-length eGFP and affinity-purified with GST-tagged full-length eGFP", 2.3.3.50.1,Mus musculus,21589869,"GSM634247,GSE25777",,1000
PEAKS000521,TAL1_MOUSE,Lin- bone marrow hematopoietic progenitor cells,,anti-Scl/Tal1, 1.2.3.1.1,Mus musculus,21186366,"GSM641910,GSE26031",,1000
PEAKS000522,GATA2_MOUSE,Lin- bone marrow hematopoietic progenitor cells,,anti-Gata2, 2.2.1.1.2,Mus musculus,21186366,"GSM641911,GSE26031",,1000
PEAKS000526,BMAL1_MOUSE,"Liver, ZT02",,BMAL1, 1.2.5.2.3,Mus musculus,21364973,"GSM654880,GSM654881,GSE26602",,1000
PEAKS000527,BMAL1_MOUSE,"Liver, ZT06",,BMAL1, 1.2.5.2.3,Mus musculus,21364973,"GSM654882,GSM654883,GSE26602",,1000
PEAKS000528,BMAL1_MOUSE,"Liver, ZT10",,BMAL1, 1.2.5.2.3,Mus musculus,21364973,"GSE26602,GSM654885,GSM654884",,1000
PEAKS000531,BMAL1_MOUSE,"Liver, ZT22",,BMAL1, 1.2.5.2.3,Mus musculus,21364973,"GSM654891,GSE26602,GSM654890",,1000
PEAKS000534,STA5A_MOUSE,"CD-1, MH",,STAT5 antibody C-17, 6.2.1.0.5,Mus musculus,22158971,"GSM784027,GSM784028,GSE31578,GSM784029",,1000
PEAKS000535,STA5A_MOUSE,"CD-1, FH",,STAT5 antibody C-17, 6.2.1.0.5,Mus musculus,22158971,"GSM784031,GSM784032,GSE31578,GSM784030",,1000
PEAKS000536,STA5A_MOUSE,"CD-1, ML",,STAT5 antibody C-17, 6.2.1.0.5,Mus musculus,22158971,"GSM784033,GSM784034,GSE31578",,1000
PEAKS000538,BCL6_MOUSE,"CD-1, M",,Bcl6 antibody N-3, 2.3.3.22,Mus musculus,22158971,"GSM784039,GSM784038,GSM784040,GSE31578",,1000
PEAKS010001,STA5A_MOUSE,"C57BL/6, T cell",IL-2,STAT5A, 6.2.1.0.5,Mus musculus,21516110,"GSM671392,GSE27158",,1000
PEAKS010002,TF2L1_MOUSE,Embryonic stem cells,,custom made against Tcfcp2l1, 6.7.2.0.2,Mus musculus,18555785,"GSM288350,GSE11431",,1000
PEAKS010003,CTCF_MOUSE,Embryonic stem cells,,07-729 (Upstate), 2.3.3.50.1,Mus musculus,18555785,"GSM288351,GSE11431",,1000
PEAKS010004,ZFX_MOUSE,Embryonic stem cells,,custom made against Zfx, 2.3.3.65.1,Mus musculus,18555785,"GSM288352,GSE11431",,1000
PEAKS010005,STAT3_MOUSE,Embryonic stem cells,,sc-482 (Upstate), 6.2.1.0.3,Mus musculus,18555785,"GSM288353,GSE11431",,1000
PEAKS010006,KLF4_MOUSE,Embryonic stem cells,,custom made against Klf4, 2.3.1.2.4,Mus musculus,18555785,"GSM288354,GSE11431",,1000
PEAKS010007,ERR2_MOUSE,Embryonic stem cells,,custom made against Esrrb, 2.1.1.2.4,Mus musculus,18555785,"GSM288355,GSE11431",,1000
PEAKS010008,MYC_MOUSE,Embryonic stem cells,,custom made against c-Myc, 1.2.6.5.1,Mus musculus,18555785,"GSM288356,GSE11431",,1000
PEAKS010009,MYCN_MOUSE,Embryonic stem cells,,custom made against n-Myc, 1.2.6.5.2,Mus musculus,18555785,"GSM288357,GSE11431",,1000
PEAKS010011,NR1D1_MOUSE,liver,ZT10,Rev-erba, 2.1.2.3.1,Mus musculus,21393543,"GSM647029,GSE26345",,1000
PEAKS010014,CTCF_MOUSE,in vitro activated mouse B cells,,anti-CTCF, 2.3.3.50.1,Mus musculus,21113164,"GSM836458,GSE33819",,1000
PEAKS010016,KDM5B_MOUSE,E14 ESCs,,Jarid1b-DAIN, 3.7.1.6.2,Mus musculus,22020125,"GSM791783,GSE31966,GSM791782",,1000
PEAKS010017,TF7L1_MOUSE,3T3-L1,24 hours of adipogenic stimuli,TCF7L1 (M-20), 4.1.3.0.2,Mus musculus,21914845,"GSM790410,GSE31867",,1000
PEAKS010018,TYY1_MOUSE,BirA-ES cells,,yy1, 2.3.3.9.1,Mus musculus,22210892,"GSM788496,GSE31785",,1000
PEAKS010036,PO5F1_MOUSE,Embryonic stem cells,,sc-8628, 3.1.10.5.1,Mus musculus,18555785,"GSM288346,GSE11431",,1000
PEAKS010063,NR1H2_MOUSE,RAW264.7 Macrophage cell line,"GW3965, 1h","Biotin-tagged LXRb bound to NanoLink Streptavidin Magnetic Microspheres (Vendor: SoluLink, cat# M1002-010, lot# LM041609)", 2.1.2.7.2,Mus musculus,20513432,"GSM538015,GSE21512",,1000
PEAKS010068,CTCF_MOUSE,pro-B cell,RAG1 KO,"CTCF (07-729), DAM1421463", 2.3.3.50.1,Mus musculus,20543837,"GSM546526,GSE21978",,1000
PEAKS010075,REST_MOUSE,V6.5 embryonic stem cells,,REST, 2.3.4.0.27,Mus musculus,,"GSM656525,GSE26680",,1000
PEAKS010106,TET1_MOUSE,mouse ES cells,wild-type,Tet1 rabbit polyclonal antibodies, 2.6.1.0.3,Mus musculus,21451524,"GSM659799,GSE26832",,1000
PEAKS010108,TET1_MOUSE,mouse ES cells,control KD,Tet1 rabbit polyclonal antibodies, 2.6.1.0.3,Mus musculus,21451524,"GSM659800,GSE26832",,1000
PEAKS010126,JARD2_MOUSE,LF2,,Jarid2, 3.7.1.7.1,Mus musculus,20064375,"GSM465889,GSE18776",,1000
PEAKS010134,RXRA_MOUSE,F9,,in-house polyclonal Ab against RXRa and RAR, 2.1.3.1.1,Mus musculus,21642965,"GSM811199,GSE32332",,1000
PEAKS010138,SMAD2_MOUSE,E14 TG2A mouse embryonic stem cells,25ng/ml Activin,ab16509, 7.1.1.1.2,Mus musculus,,"GSM578474,GSE23581",,1000
PEAKS010145,SPI1_MOUSE,38B9 cells,,SC-352, 3.5.2.5.1,Mus musculus,22036565,"GSE21614,GSM539538,GSM539537",,1000
PEAKS010146,MYOD1_MOUSE,MC1R(20):tetMyod1(14) embryonic stem cells,day 5,MyoD, 1.2.2.1.1,Mus musculus,22036565,"GSM590104,GSE21614",,1000
PEAKS010147,SMAD2_MOUSE,E14 TG2A mouse embryonic stem cells,10uM SB,ab16509, 7.1.1.1.2,Mus musculus,,"GSM578476,GSE23581",,1000
PEAKS010150,SMAD2_MOUSE,E14 TG2A mouse embryonic stem cells,1/5000 DMSO,ab16509, 7.1.1.1.2,Mus musculus,,"GSM578475,GSE23581",,1000
PEAKS010159,TBP_MOUSE,RAW264.7 Macrophage cell line,,"TBP (Santa Cruz sc-204, LOT H0508)", 8.1.1.0.1,Mus musculus,,"GSM579126,GSE23619",,1000
PEAKS010163,GATA1_MOUSE,MEL86 erythroid cell line expressing metabolically biotinylated GATA-1 (MEL Bio-GATA-1),,GATA-1, 2.2.1.1.1,Mus musculus,19941827,"GSM417015,GSE16594",,1000
PEAKS010168,FOXA2_MOUSE,Liver tissue,,FOXA2, 3.3.1.1.2,Mus musculus,21292830,"GSM634622,GSM634623,GSM634624,GSM634625,GSE25836,GSM634621,GSM634620",,1000
PEAKS010170,TFE2_MOUSE,double-positive T cell,,E2A.E12(V-18) (sc-349), 1.2.1.0.1,Mus musculus,20543837,"GSM546539,GSE21978",,1000
PEAKS010172,NFYA_MOUSE,Terminally differentiated Neurons (TN),,anti-NFYA, 4.2.1.0.1,Mus musculus,,"GSM632057,GSM632058,GSE25532",,1000
PEAKS010176,PPARG_MOUSE,3T3-L1 preadipocyte cell line,day 6 of differentiation,PPARgamma, 2.1.2.5.3,Mus musculus,21427703,"GSM686980,GSE27826",,1000
PEAKS010179,CTCF_MOUSE,V6.5 embryonic stem cells,,ctcf, 2.3.3.50.1,Mus musculus,19946276,"GSM465676,GSE18699",,1000
PEAKS010180,GATA1_MOUSE,G1E ER4,,GATA1, 2.2.1.1.1,Mus musculus,19887574,"GSM453997,GSE18164",,1000
PEAKS010182,CTCF_MOUSE,Embryonic stem cells,Dnmt1/3a/3b KO,anti-CTCF (SantaCruz #15914), 2.3.3.50.1,Mus musculus,22170606,"GSE30203,GSM747538,GSM747537",,1000
PEAKS010187,STAT3_MOUSE,CD4+ T cells,"IL-6, IL-23","phospho-Stat3 (14-6727, ebiosciences, CA)", 6.2.1.0.3,Mus musculus,20962846,"GSM580756,GSE23681",,1000
PEAKS010189,TAL1_MOUSE,Early haematopoietic cell line derived from ES cells,,scl, 1.2.3.1.1,Mus musculus,20887958,"GSM552242,GSE22178",,1000
PEAKS010197,TBX20_MOUSE,adult whole heart,,"Goat anti-GFP (kindly provided by Kevin P White, University of Chicago)", 6.5.3.0.5,Mus musculus,22080862,"GSM734426,GSE29636",,1000
PEAKS010198,ZFP57_MOUSE,embryonic stem (ES) cells,,HA tagged ZFP57, 2.3.4.0.28,Mus musculus,22055183,"GSM773065,GSE31181",,1000
PEAKS010199,ZFP57_MOUSE,embryonic stem (ES) cells expressing HAZFP57,,HA tagged ZFP57, 2.3.4.0.28,Mus musculus,22055183,"GSM773066,GSE31181",,1000
PEAKS010200,PPARG_MOUSE,thioglycollate-elicited peritoneal macrophages,,PPARgamma, 2.1.2.5.3,Mus musculus,20176806,"GSM532739,GSE21314",,1000
PEAKS010209,GATA2_MOUSE,Early haematopoietic cell line derived from ES cells,,gata2, 2.2.1.1.2,Mus musculus,20887958,"GSM552234,GSE22178",,1000
PEAKS010212,STAT1_MOUSE,Bone marrow macrophages ikk-/-,IFN? for 6 hour,anti-STAT1? (santa cruz: sc-417), 6.2.1.0.1,Mus musculus,22171011,"GSM838689,GSE33913",,1000
PEAKS010213,STAT1_MOUSE,Bone marrow macrophages ikk-/-,,anti-STAT1? (santa cruz: sc-417), 6.2.1.0.1,Mus musculus,22171011,"GSM838687,GSE33913",,1000
PEAKS010214,STAT1_MOUSE,Bone marrow macrophages,IFN? for 6 hour,anti-STAT1? (santa cruz: sc-417), 6.2.1.0.1,Mus musculus,22171011,"GSM838685,GSE33913",,1000
PEAKS010215,STAT1_MOUSE,Bone marrow macrophages,IFN? for 6 hour,anti-STAT1? (santa cruz: sc-417), 6.2.1.0.1,Mus musculus,22171011,"GSM838683,GSE33913",,1000
PEAKS010223,GFI1B_MOUSE,Early haematopoietic cell line derived from ES cells,,gfi1b, 2.3.3.21.2,Mus musculus,20887958,"GSM552235,GSE22178",,1000
PEAKS010225,RXRG_MOUSE,F9 embryonal carcinoma cells,24hr ATRA,polyclonal anti-RARg, 2.1.3.1.3,Mus musculus,21988834,"GSM757804,GSE30538",,1000
PEAKS010234,NFIC_MOUSE,mouse embryonic fibroblasts (MEF),NFI-C KO,"NFI (H300): sc-5567, SantaCruz Biotechnology", 7.1.2.0.3,Mus musculus,,"GSM398011,GSE15844",,1000
PEAKS010241,PPARG_MOUSE,3T3L1 cells,Day 3 of differentiation,PPARg, 2.1.2.5.3,Mus musculus,18981474,"GSM340797,GSE13511",,1000
PEAKS010242,STA5A_MOUSE,mouse embryonic fibroblasts (MEFs),Stat5 overexpression,sc-835, 6.2.1.0.5,Mus musculus,,"GSM860152,GSM860160,GSE34986",,1000
PEAKS010250,PPARG_MOUSE,3T3L1 cells,Day 4 of differentiation,PPARg, 2.1.2.5.3,Mus musculus,18981474,"GSM340798,GSE13511",,1000
PEAKS010255,TBX21_MOUSE,in vitro polarized T helper1 cells for 7 days,,T-bet, 6.5.2.0.3,Mus musculus,22195747,"GSM836124,GSE33802",,1000
PEAKS010258,STA5B_MOUSE,"Balb/C, Th1",2 rounds priming,STAT5B, 6.2.1.0.6,Mus musculus,21516110,"GSM671390,GSE27158",,1000
PEAKS010260,STAT4_MOUSE,"Balb/C, Th1",2 rounds priming,STAT4, 6.2.1.0.4,Mus musculus,21516110,"GSM671388,GSE27158",,1000
PEAKS010267,CEBPA_MOUSE,3T3-L1 preadipocyte cell line,day 0 of differentiation,C/EBPdelta, 1.1.8.1.4,Mus musculus,21427703,"GSM686974,GSE27826",,1000
PEAKS010268,CEBPB_MOUSE,3T3-L1 preadipocyte cell line,day 2 of differentiation,C/EBPbeta, 1.1.8.1.2,Mus musculus,21427703,"GSM686973,GSE27826",,1000
PEAKS010269,CEBPB_MOUSE,3T3-L1 preadipocyte cell line,4 hours of differentiation,C/EBPbeta, 1.1.8.1.2,Mus musculus,21427703,"GSM686972,GSE27826",,1000
